Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0687,551,537,1088,2609,41.70%,549,156,9,1,715
Straight Party,0688,1001,617,1618,3504,46.18%,941,145,2,1,1089
Straight Party,0689,211,387,598,2346,25.49%,238,194,8,0,440
Straight Party,0690,926,1104,2030,5102,39.79%,1274,183,12,1,1470
Straight Party,0691,2,5,7,25,28.00%,3,3,0,0,6
Straight Party,0692,444,548,992,2847,34.84%,552,106,6,1,665
Straight Party,0693,167,91,258,666,38.74%,52,119,4,0,175
Straight Party,0694,262,120,382,845,45.21%,187,48,2,0,237
Straight Party,0695,232,193,425,1724,24.65%,209,94,0,0,303
Straight Party,0696,261,207,468,1982,23.61%,212,106,3,0,321
Straight Party,0697,605,613,1218,4413,27.60%,225,685,2,7,919
Straight Party,0698,448,489,937,3189,29.38%,74,655,2,2,733
Straight Party,0699,569,414,983,2343,41.95%,454,159,3,0,616
Straight Party,0700,255,251,506,1371,36.91%,340,29,0,1,370
Straight Party,0701,56,43,99,588,16.84%,51,26,1,0,78
Straight Party,0702,54,70,134,539,24.86%,15,93,0,0,108
Straight Party,0703,372,490,862,1882,45.80%,456,103,5,2,566
Straight Party,0704,569,599,1168,3064,38.12%,703,109,2,0,814
Straight Party,0705,114,113,227,1523,14.90%,19,166,0,1,186
Straight Party,0706,115,71,186,610,30.49%,57,53,1,0,111
Straight Party,0707,153,86,239,707,33.80%,108,33,3,0,144
Straight Party,0708,54,52,106,563,18.83%,37,39,2,0,78
Straight Party,0709,1375,947,2322,6848,33.91%,1083,599,16,2,1700
Straight Party,0710,371,462,833,2082,40.01%,287,171,4,2,464
Straight Party,0711,704,506,1210,3484,34.73%,530,249,8,6,793
Straight Party,0712,491,463,954,3670,25.99%,308,402,4,3,717
Straight Party,0713,228,262,490,1907,25.69%,194,154,3,2,353
Straight Party,0714,35,19,55,296,18.58%,18,15,0,0,33
Straight Party,0715,176,187,363,1408,25.78%,153,105,0,0,258
Straight Party,0716,449,407,856,2680,31.94%,447,141,8,2,598
Straight Party,0717,373,250,623,2002,31.12%,55,440,0,2,497
Straight Party,0718,1017,806,1823,4229,43.11%,918,263,8,0,1189
Straight Party,0719,247,137,384,1589,24.17%,184,91,2,0,277
Straight Party,0720,995,780,1775,4282,41.45%,984,233,14,1,1232
Straight Party,0721,755,532,1287,2870,44.84%,610,212,2,0,824
Straight Party,0722,873,494,1367,4479,30.52%,72,988,2,4,1066
Straight Party,0723,401,202,603,1858,32.45%,94,346,0,0,440
Straight Party,0724,151,128,279,766,36.42%,158,30,0,1,189
Straight Party,0725,423,237,660,2237,29.50%,208,240,2,1,451
Straight Party,0726,592,402,994,2087,47.63%,684,45,4,0,733
Straight Party,0727,338,290,628,2488,25.24%,147,279,3,1,430
Straight Party,0728,209,151,360,880,40.91%,150,69,1,0,220
Straight Party,0729,136,59,195,464,42.03%,84,48,0,1,133
Straight Party,0730,428,359,787,1747,45.05%,360,131,3,4,498
Straight Party,0731,58,27,85,352,24.15%,20,44,0,0,64
Straight Party,0732,441,324,765,1924,39.76%,363,146,9,2,520
Straight Party,0733,13,7,20,215,9.30%,7,8,1,0,16
Straight Party,0734,1558,962,2520,7005,35.97%,1342,465,16,3,1826
Straight Party,0735,5,0,6,18,33.33%,3,0,0,0,3
Straight Party,0736,3,1,4,22,18.18%,0,3,0,1,4
Straight Party,0737,11,7,18,51,35.29%,10,2,0,0,12
Straight Party,0738,139,100,239,1361,17.56%,36,157,0,1,194
Straight Party,0739,354,301,655,2955,22.17%,260,224,5,2,491
Straight Party,0740,96,98,194,939,20.66%,100,46,0,0,146
Straight Party,0741,0,1,1,0,0.00%,0,0,0,0,0
Straight Party,0742,0,11,11,0,0.00%,6,3,0,0,9
Straight Party,0743,15,18,33,210,15.71%,15,5,0,0,20
Straight Party,0744,456,392,848,2027,41.84%,388,150,5,0,543
Straight Party,0745,683,372,1055,2494,42.30%,455,202,3,4,664
Straight Party,0746,115,77,192,691,27.79%,70,62,0,0,132
Straight Party,0747,553,467,1020,3743,27.25%,337,341,10,0,688
Straight Party,0748,172,140,312,1403,22.24%,124,84,1,1,210
Straight Party,0749,30,17,47,377,12.47%,7,28,0,0,35
Straight Party,0750,111,96,207,767,26.99%,99,56,0,0,155
Straight Party,0751,925,964,1889,5084,37.16%,903,343,15,6,1267
Straight Party,0752,286,200,486,1483,32.77%,276,64,2,0,342
Straight Party,0753,55,73,128,259,49.42%,56,22,0,0,78
Straight Party,0754,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0755,443,584,1027,4294,23.92%,339,375,1,3,718
Straight Party,0756,251,177,428,1600,26.75%,123,184,3,1,311
Straight Party,0757,520,508,1028,4035,25.48%,134,634,3,3,774
Straight Party,0758,1114,692,1806,4096,44.09%,1075,156,14,2,1247
Straight Party,0759,465,413,878,2730,32.16%,423,192,9,0,624
Straight Party,0760,1432,639,2071,4367,47.42%,1297,135,5,2,1439
Straight Party,0761,548,253,801,1550,51.68%,388,97,4,1,490
Straight Party,0762,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0763,108,146,254,1212,20.96%,67,98,3,1,169
Straight Party,0764,1134,774,1908,5217,36.57%,880,443,8,0,1331
Straight Party,0765,648,426,1074,4055,26.49%,319,422,4,3,748
Straight Party,0766,40,25,65,392,16.58%,11,35,0,0,46
Straight Party,0767,10,2,12,86,13.95%,6,4,0,0,10
Straight Party,0768,1361,1015,2376,5857,40.57%,1470,213,6,0,1689
Straight Party,0769,54,16,70,183,38.25%,3,55,0,0,58
Straight Party,0770,31,25,56,323,17.34%,19,15,0,0,34
Straight Party,0771,324,254,578,2426,23.83%,247,145,5,4,401
Straight Party,0772,1792,851,2643,5709,46.30%,1464,275,8,1,1748
Straight Party,0773,473,312,785,2918,26.90%,163,395,3,1,562
Straight Party,0774,30,41,71,378,18.78%,11,41,1,0,53
Straight Party,0775,18,3,21,92,22.83%,0,18,0,0,18
Straight Party,0776,551,496,1047,3053,34.29%,455,257,7,1,720
Straight Party,0777,46,40,86,652,13.19%,25,42,0,0,67
Straight Party,0778,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0779,64,51,115,940,12.23%,31,58,1,0,90
Straight Party,0780,63,59,122,595,20.50%,58,34,0,0,92
Straight Party,0781,667,273,940,3603,26.09%,305,306,4,4,619
Straight Party,0782,368,370,738,2236,33.01%,337,162,2,1,502
Straight Party,0783,49,13,62,294,21.09%,36,10,0,1,47
Straight Party,0784,208,128,336,1079,31.14%,7,271,1,0,279
Straight Party,0785,28,25,53,296,17.91%,17,18,0,0,35
Straight Party,0786,100,98,198,1251,15.83%,50,90,1,0,141
Straight Party,0787,46,52,98,488,20.08%,27,41,0,0,68
Straight Party,0788,74,32,106,454,23.35%,33,40,1,0,74
Straight Party,0789,0,3,3,3,100.00%,0,1,0,0,1
Straight Party,0790,0,0,0,3,0.00%,0,0,0,0,0
Straight Party,0791,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0792,269,239,508,1865,27.24%,84,300,2,2,388
Straight Party,0793,448,247,695,2484,27.98%,306,176,3,1,486
Straight Party,0794,124,144,268,2710,9.89%,20,188,1,0,209
Straight Party,0795,90,125,215,1217,17.67%,62,90,1,0,153
Straight Party,0796,83,51,134,476,28.15%,54,36,0,0,90
Straight Party,0797,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0798,99,111,210,500,42.00%,56,68,0,2,126
Straight Party,0799,28,15,43,161,26.71%,6,26,0,0,32
Straight Party,0800,588,642,1230,2932,41.95%,615,199,2,1,817
Straight Party,0801,32,14,46,258,17.83%,10,21,0,0,31
Straight Party,0802,52,27,79,312,25.32%,8,34,2,1,45
Straight Party,0803,725,511,1236,2893,42.72%,679,172,6,0,857
Straight Party,0804,933,591,1524,4768,31.96%,726,332,10,3,1071
Straight Party,0805,765,533,1298,2866,45.29%,779,111,5,2,897
Straight Party,0806,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0807,211,204,415,2028,20.46%,59,212,3,2,276
Straight Party,0808,12,17,29,131,22.14%,4,10,0,1,15
Straight Party,0809,7,6,13,92,14.13%,3,6,0,0,9
Straight Party,0810,9,16,25,211,11.85%,2,14,0,0,16
Straight Party,0811,29,50,79,270,29.26%,16,36,0,0,52
Straight Party,0812,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0813,938,761,1699,5807,29.26%,635,585,11,2,1233
Straight Party,0814,673,533,1206,5102,23.64%,212,656,8,1,877
Straight Party,0815,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0816,10,0,10,73,13.70%,3,6,0,0,9
Straight Party,0817,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0818,86,39,125,616,20.29%,23,72,0,1,96
Straight Party,0819,64,30,94,240,39.17%,35,22,1,0,58
Straight Party,0820,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0821,124,120,244,1242,19.65%,21,171,1,2,195
Straight Party,0822,332,167,499,1535,32.51%,7,402,0,1,410
Straight Party,0823,821,564,1385,5087,27.23%,587,362,11,3,963
Straight Party,0824,428,282,710,2700,26.30%,100,404,2,3,509
Straight Party,0825,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0826,73,50,123,358,34.36%,41,25,0,1,67
Straight Party,0827,61,98,159,979,16.24%,57,59,0,3,119
Straight Party,0828,542,388,930,1916,48.54%,558,73,6,1,638
Straight Party,0829,54,22,76,264,28.79%,13,39,0,0,52
Straight Party,0830,0,0,0,2,0.00%,0,0,0,0,0
Straight Party,0831,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0832,34,28,62,352,17.61%,14,31,1,0,46
Straight Party,0833,0,1,1,20,5.00%,0,1,0,0,1
Straight Party,0834,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0835,38,19,57,290,19.66%,10,23,0,0,33
Straight Party,0836,3,0,3,19,15.79%,0,0,0,0,0
Straight Party,0837,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0838,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0839,136,118,254,1128,22.52%,32,134,5,1,172
Straight Party,0840,381,174,555,1705,32.55%,141,261,0,1,403
Straight Party,0841,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0842,421,434,855,3259,26.24%,291,291,2,2,586
Straight Party,0843,0,1,1,0,0.00%,0,1,0,0,1
Straight Party,0844,1,0,1,11,9.09%,0,1,0,0,1
Straight Party,0845,54,9,63,134,47.01%,30,17,0,0,47
Straight Party,0846,23,24,47,229,20.52%,1,36,1,0,38
Straight Party,0847,306,211,517,2015,25.66%,106,274,3,2,385
Straight Party,0848,490,266,756,1856,40.73%,147,355,2,1,505
Straight Party,0849,201,291,492,2124,23.16%,133,213,3,0,349
Straight Party,0850,45,41,87,210,41.43%,19,37,0,1,57
Straight Party,0851,1029,657,1686,4709,35.80%,869,325,11,4,1209
Straight Party,0852,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0853,575,620,1296,2882,44.97%,712,135,7,0,854
Straight Party,0854,15,26,41,172,23.84%,4,26,1,1,32
Straight Party,0855,5,9,14,16,87.50%,4,7,0,0,11
Straight Party,0856,0,1,1,0,0.00%,0,1,0,0,1
Straight Party,0857,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0858,63,34,97,343,28.28%,2,82,0,0,84
Straight Party,0859,157,106,263,890,29.55%,48,148,1,0,197
Straight Party,0860,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0861,315,199,514,1842,27.90%,60,330,0,0,390
Straight Party,0862,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0863,101,54,155,584,26.54%,7,132,0,0,139
Straight Party,0864,193,299,492,2569,19.15%,98,266,3,3,370
Straight Party,0865,2,3,5,21,23.81%,0,5,0,0,5
Straight Party,0866,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0867,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0868,236,271,507,2326,21.80%,116,247,4,1,368
Straight Party,0869,53,39,92,470,19.57%,17,49,1,0,67
Straight Party,0870,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0871,1,0,1,3,33.33%,0,1,0,0,1
Straight Party,0872,5,3,8,59,13.56%,4,3,0,0,7
Straight Party,0873,98,75,173,737,23.4,7%,33,93,3,0,129
Straight Party,0874,764,707,1471,3223,45.64%,813,157,4,0,974
Straight Party,0875,905,527,1432,5147,27.82%,507,517,8,2,1034
Straight Party,0876,700,641,1341,3265,41.07%,781,162,5,1,949
Straight Party,0877,476,382,858,3032,28.30%,269,348,4,5,626
Straight Party,0878,428,354,782,1666,46.94%,462,55,2,2,521
Straight Party,0879,407,294,701,2667,26.28%,258,224,6,0,488
Straight Party,0880,543,447,990,2352,42.09%,609,86,1,3,699
Straight Party,0881,596,540,1136,4479,25.36%,295,550,3,3,851
Straight Party,0882,426,291,717,2422,29.60%,304,174,3,1,482
Straight Party,0883,643,702,1345,5408,24.87%,164,841,4,2,1011
Straight Party,0884,57,25,82,377,21.75%,6,62,0,1,69
Straight Party,0885,552,368,930,2619,35.51%,413,248,7,1,669
Straight Party,0886,128,108,236,675,34.96%,80,40,1,0,121
Straight Party,0887,51,67,118,418,28.23%,31,24,2,0,57
Straight Party,0888,0,3,3,0,0.00%,2,1,0,0,3
Straight Party,0889,14,0,14,57,24.56%,4,5,0,0,9
Straight Party,0890,164,103,267,1095,24.38%,53,91,0,0,144
Straight Party,0891,320,243,563,1331,42.30%,119,191,1,0,311
Straight Party,0892,115,86,201,808,24.88%,42,74,3,1,120
Straight Party,0893,0,2,2,6,33.33%,0,2,0,0,2
Straight Party,0894,0,3,3,0,0.00%,1,0,0,0,1
Straight Party,0895,156,286,442,793,55.74%,90,98,0,0,188
Straight Party,0896,372,297,669,1459,45.85%,130,201,2,0,333
Straight Party,0897,253,297,550,1701,32.33%,230,139,4,0,373
Straight Party,0898,0,0,0,3,0.00%,0,0,0,0,0
Straight Party,0899,2,0,2,8,25.00%,0,2,0,0,2
Straight Party,0900,0,2,2,1,0,20.00%,1,1,0,0,2
Straight Party,0901,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0902,396,486,882,2139,41.23%,303,177,5,4,489
Straight Party,0903,3,7,1,0,50,20.00%,1,4,0,0,5
Straight Party,0904,1,0,1,7,14.29%,0,0,0,0,0
Straight Party,0905,123,100,223,904,24.67%,73,84,1,0,158
Straight Party,0906,8,6,14,25,56.00%,4,2,0,1,7
Straight Party,0907,12,19,31,181,17.13%,5,22,0,0,27
Straight Party,0908,0,1,1,0,0.00%,0,0,0,0,0
Straight Party,0909,2,1,3,1,8,16.67%,0,3,0,0,3
Straight Party,0910,25,24,49,217,22.58%,14,20,0,0,34
Straight Party,0911,118,60,178,551,32.30%,83,25,0,1,109
Straight Party,0912,316,201,517,1273,40.61%,250,92,3,0,345
Straight Party,091,3,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0914,169,179,348,701,49.64%,216,26,3,0,245
Straight Party,091,5,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0916,417,240,657,1491,44.06%,430,62,3,0,495
Straight Party,0917,178,62,240,483,49.69%,109,38,1,0,148
Straight Party,0918,304,168,472,883,53.45%,230,45,1,0,276
Straight Party,091,9,0,0,0,3,0.00%,0,0,0,0,0
Straight Party,0920,22,12,34,71,47.89%,19,6,0,0,25
Straight Party,0921,32,15,47,119,39.50%,26,8,0,0,34
Straight Party,0922,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0923,470,137,607,1511,40.17%,350,92,2,0,444
Straight Party,0924,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0925,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0926,171,128,299,796,37.56%,171,43,0,0,214
Straight Party,0927,44,30,74,270,27.41%,21,31,0,0,52
Straight Party,0928,3,0,3,8,37.50%,0,2,0,0,2
Straight Party,0929,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0930,109,54,163,584,27.91%,4,130,0,0,134
Straight Party,0931,30,40,70,130,53.85%,20,10,0,0,30
Straight Party,0932,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0933,115,85,200,627,31.90%,37,102,2,0,141
Straight Party,0934,2,0,2,63,3.17%,1,1,0,0,2
Straight Party,0935,3,2,5,54,9.26%,1,1,0,1,3
Straight Party,0936,8,2,10,81,12.35%,2,4,0,0,6
Straight Party,0937,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0938,30,14,44,231,19.05%,8,24,0,0,32
Straight Party,0939,0,0,0,2,0.00%,0,0,0,0,0
Straight Party,0940,0,0,0,10,0.00%,0,0,0,0,0
Straight Party,0941,9,10,19,25,76.00%,12,0,0,0,12
Straight Party,0942,53,27,80,156,51.28%,41,1,2,0,44
Straight Party,0943,166,80,246,547,44.97%,106,32,0,0,138
Straight Party,0944,20,4,24,45,53.33%,13,0,0,0,13
Straight Party,0945,1,2,3,17,17.65%,1,2,0,0,3
Straight Party,0946,0,1,1,13,7.69%,0,1,0,0,1
Straight Party,0947,177,246,423,799,52.94%,146,93,0,0,239
Straight Party,0948,0,14,14,1,1400.00%,5,1,0,0,6
Straight Party,0949,34,27,61,193,31.61%,22,17,0,0,39
Straight Party,0950,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0951,33,30,63,277,22.74%,14,31,0,0,45
Straight Party,0952,18,15,33,71,46.48%,6,4,0,0,10
Straight Party,0953,18,9,27,275,9.82%,4,16,1,0,21
Straight Party,0954,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0955,3,2,5,19,26.32%,3,0,0,0,3
Straight Party,0956,2,4,6,11,54.55%,1,1,0,0,2
Straight Party,0957,97,95,192,562,34.16%,11,131,1,1,144
Straight Party,0958,81,129,210,1081,19.43%,37,120,1,0,158
Straight Party,0959,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0960,195,157,353,976,36.17%,52,195,3,0,250
Straight Party,0961,15,0,16,56,28.57%,0,11,0,0,11
Straight Party,0962,10,17,27,88,30.68%,2,14,0,0,16
Straight Party,0963,54,41,105,426,24.65%,43,31,0,1,75
Straight Party,0964,568,437,1005,2372,42.37%,469,236,4,0,709
Straight Party,0965,31,21,52,343,15.16%,23,15,0,1,39
Straight Party,0966,129,83,212,1148,18.47%,51,95,1,1,148
Straight Party,0967,15,48,63,165,38.18%,16,29,0,0,45
Straight Party,0968,119,30,149,692,21.53%,18,89,0,0,107
Straight Party,0969,156,73,229,604,37.91%,0,189,1,0,190
Straight Party,0970,83,36,119,731,16.28%,11,85,0,1,97
Straight Party,0971,11,8,19,147,12.93%,1,13,1,0,15
Straight Party,0972,5,8,14,31,45.16%,12,0,0,0,12
Straight Party,0973,24,19,43,111,38.74%,11,8,0,1,20
Straight Party,0974,57,36,93,299,31.10%,42,16,0,0,58
Straight Party,0975,55,30,85,193,44.04%,19,26,0,0,45
Straight Party,0976,58,62,130,683,19.03%,68,26,0,0,94
Straight Party,0977,50,43,93,572,16.26%,27,38,0,0,65
Straight Party,0978,77,79,156,546,28.57%,24,92,0,1,117
Straight Party,0979,2,6,8,27,29.63%,3,3,0,0,6
Straight Party,0980,280,321,601,1389,43.27%,343,78,2,0,423
Straight Party,0981,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0982,312,312,624,1567,39.82%,380,54,5,0,439
Straight Party,0983,12,21,33,161,20.50%,16,8,0,0,24
Straight Party,0984,18,9,27,192,14.06%,3,18,0,0,21
Straight Party,0985,117,63,180,351,51.28%,57,44,3,0,104
Straight Party,0986,43,30,73,463,15.77%,10,51,0,0,61
Straight Party,0987,231,90,321,1155,27.79%,20,234,1,2,257
Straight Party,0988,24,12,36,123,29.27%,28,1,0,0,29
Straight Party,0989,5,6,12,43,27.91%,4,2,1,0,7
Straight Party,0990,16,1,17,140,12.14%,5,6,0,0,11
Straight Party,0991,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0992,157,107,264,1048,25.19%,113,75,3,0,191
Straight Party,0993,159,101,270,568,47.54%,170,22,1,1,194
Straight Party,09946,5,11,25,44.00%,2,9,0,0,11
Straight Party,0995,296,156,452,1393,32.45%,21,343,2,0,366
Straight Party,0996,136,140,276,694,39.77%,114,59,2,1,176
Straight Party,0997,101,163,264,1656,15.94%,42,152,0,1,195
Straight Party,0998,5,1,6,57,10.53%,3,3,0,0,6
Straight Party,0999,17,10,27,68,39.71%,16,3,0,0,19
Straight Party,1000,42,6,48,405,11.85%,9,26,0,1,36
Straight Party,1001,228,136,364,1565,23.26%,67,205,0,3,275
Straight Party,1002,170,139,309,1744,17.72%,35,181,3,3,222
Straight Party,1003,1,0,1,0,0.00%,0,0,0,0,0
Straight Party,1004,111,139,250,654,38.23%,77,60,4,0,141
Straight Party,1005,0,8,8,0,0.00%,2,1,1,0,4
Straight Party,1006,1,0,1,5,20.00%,1,0,0,0,1
Straight Party,1007,208,188,396,1547,25.60%,66,217,2,0,285
Straight Party,1008,32,12,44,151,29.14%,24,3,0,0,27
Straight Party,1009,0,0,0,9,0.00%,0,0,0,0,0
Straight Party,1010,59,35,94,459,20.48%,12,58,0,0,70
Straight Party,1011,8,1,9,26,34.62%,2,2,0,0,4
Straight Party,1012,134,201,335,1365,24.54%,81,186,0,1,268
Straight Party,1013,0,6,6,58,10.34%,2,2,0,0,4
Straight Party,1014,4,6,10,31,32.26%,1,8,0,0,9
Straight Party,1015,5,4,9,25,36.00%,2,4,0,0,6
Straight Party,1016,252,212,464,1691,27.44%,176,141,5,0,322
Straight Party,1017,61,44,105,330,31.82%,24,50,1,0,75
Straight Party,1018,93,64,157,494,31.78%,51,55,0,0,106
Straight Party,1019,130,107,237,1456,16.28%,8,185,1,1,195
Straight Party,1020,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,1021,0,0,0,2,0.00%,0,0,0,0,0
Straight Party,1022,97,79,176,441,39.91%,108,22,2,0,132
Straight Party,1023,431,315,746,2026,36.82%,387,122,2,2,513
Straight Party,1024,55,61,116,249,46.59%,42,24,0,1,67
Straight Party,1025,0,1,1,14,7.14%,1,0,0,0,1
Straight Party,1026,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1027,1,0,1,8,12.50%,0,0,0,0,0
Straight Party,1028,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1029,538,719,1257,2927,42.94%,765,125,5,1,896
Straight Party,1030,231,151,382,785,48.66%,268,26,1,0,295
Straight Party,1031,59,71,130,792,16.41%,31,77,0,0,108
Straight Party,1032,31,25,56,244,22.95%,25,10,0,1,36
Straight Party,1033,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1034,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1035,2,4,6,138,4.35%,1,3,0,0,4
Straight Party,1036,65,24,89,449,19.82%,61,10,0,0,71
Straight Party,1037,19,11,30,76,39.47%,16,6,0,0,22
Straight Party,1038,62,6,68,327,20.80%,7,50,0,0,57
Straight Party,1039,2,0,2,25,8.00%,0,2,0,0,2
Straight Party,1040,91,66,157,771,20.36%,51,45,2,0,98
Straight Party,1041,0,2,2,0,0.00%,0,1,0,0,1
Straight Party,1042,105,67,172,521,33.01%,41,90,2,1,134
Straight Party,1043,5,6,12,33,36.36%,2,8,0,0,10
Straight Party,1044,16,6,22,55,40.00%,3,11,0,0,14
Straight Party,1045,197,173,370,1788,20.69%,36,246,1,1,284
Straight Party,1046,11,5,16,62,25.81%,0,14,0,0,14
Straight Party,1047,255,186,441,1568,28.13%,120,201,2,1,324
Straight Party,1048,1,0,1,17,5.88%,0,0,0,0,0
Straight Party,1049,14,45,59,290,20.34%,16,31,0,0,47
Straight Party,1050,60,63,123,537,22.91%,27,67,0,0,94
Straight Party,1051,0,31,31,0,0.00%,14,5,0,0,19
Straight Party,1052,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1053,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1054,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,1055,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1056,4,2,6,8,75.00%,0,1,0,0,1
Straight Party,1057,7,9,16,118,13.56%,1,11,0,0,12
Straight Party,1058,241,285,526,1243,42.32%,74,334,0,0,408
Straight Party,1059,3,3,6,28,21.43%,0,4,0,0,4
Straight Party,1060,5,2,7,42,16.67%,4,2,0,0,6
Straight Party,1061,332,184,516,1716,30.07%,196,159,3,0,358
Straight Party,1062,17,6,23,201,11.44%,4,13,0,0,17
Straight Party,1063,66,59,125,857,14.59%,13,87,1,0,101
Straight Party,1064,25,11,36,119,30.25%,24,5,0,0,29
Straight Party,1065,1,0,1,28,3.57%,0,1,0,0,1
Straight Party,1066,72,0,72,229,31.44%,2,52,0,0,54
Straight Party,1067,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1068,22,8,30,121,24.79%,11,14,0,0,25
Straight Party,1069,434,256,690,2580,26.74%,205,226,1,1,433
Straight Party,Totals:,379282,308736,688018,2044361,,254006,210018,2922,1180,468126
